group,steps,failures,avg_score,fatigue,completed
static,23,20,0.5039773304713054,1.0,False
adaptive,20,15,0.5217398238073602,1.0,False
adaptive,88,48,0.6501257030364758,0.0,True
adaptive,98,51,0.6551012296199294,0.0,True
adaptive,18,15,0.5793759241290674,1.0,False
adaptive,37,23,0.6162510564137966,0.0,True
adaptive,78,46,0.642619861342223,0.0,True
adaptive,70,39,0.6452107545378968,0.0,True
adaptive,59,39,0.6250782166382454,0.0,True
adaptive,95,51,0.6653342806342528,0.0,True
adaptive,129,73,0.6388836285842584,0.0,True
adaptive,55,32,0.6358570126626544,0.0,True
adaptive,61,35,0.6335307059903483,0.0,True
adaptive,117,70,0.6148033494788466,0.0,True
adaptive,89,50,0.6522934836073224,0.0,True
adaptive,18,14,0.5835920670994149,1.0,False
adaptive,73,45,0.623719836213533,0.0,True
adaptive,97,61,0.630629838238078,0.0,True
adaptive,76,46,0.6382359656866202,0.0,True
adaptive,44,25,0.6481492439209152,0.0,True
adaptive,21,16,0.6182558020036304,1.0,False
adaptive,132,78,0.6250462139789819,0.0,True
adaptive,115,59,0.6689662937499499,0.0,True
adaptive,15,13,0.5908643295431191,1.0,False
adaptive,19,15,0.5916369714935279,1.0,False
adaptive,42,23,0.6509239958365239,0.0,True
adaptive,98,55,0.6475069344981529,0.0,True
adaptive,23,17,0.5974256062920498,1.0,False
adaptive,71,38,0.6563002434148664,0.0,True
adaptive,76,39,0.6699275812552811,0.0,True
adaptive,14,12,0.5195655871677098,1.0,False
adaptive,66,41,0.6277843439101998,0.0,True
adaptive,108,59,0.6535831973122681,0.0,True
adaptive,102,55,0.6741438758094763,0.0,True
adaptive,52,27,0.6597656285924671,0.0,True
adaptive,139,77,0.6478263284535182,0.0,True
adaptive,14,12,0.5392456211432634,1.0,False
adaptive,14,12,0.5749428625692936,1.0,False
adaptive,100,63,0.6271662520452824,0.0,True
adaptive,69,42,0.6375237235111827,0.0,True
adaptive,14,12,0.4968677283156676,1.0,False
adaptive,40,24,0.6532742597008437,0.0,True
adaptive,29,21,0.6103256223726398,1.0,False
adaptive,83,51,0.6229515300626779,0.0,True
adaptive,33,23,0.5989832245702258,1.0,False
adaptive,25,18,0.5802414274122445,1.0,False
adaptive,99,54,0.6699418890122454,0.0,True
adaptive,28,20,0.6353482556183393,1.0,False
adaptive,88,49,0.6381795294632443,0.0,True
adaptive,71,42,0.6364657706632748,0.0,True
adaptive,90,59,0.6089827601893169,0.0,True
adaptive,20,16,0.5770634389754925,1.0,False
adaptive,75,42,0.6651067301002379,0.0,True
adaptive,84,46,0.662392600977531,0.0,True
adaptive,76,39,0.6757500035054391,0.0,True
adaptive,81,47,0.6544356717436718,0.0,True
adaptive,77,42,0.6538132874606405,0.0,True
adaptive,65,34,0.6604020368534236,0.0,True
adaptive,90,52,0.6398271369603084,0.0,True
adaptive,89,46,0.6691058887633858,0.0,True
adaptive,56,30,0.6555794995768196,0.0,True
adaptive,97,51,0.6754235010869312,0.0,True
adaptive,29,22,0.5979807992012097,1.0,False
adaptive,103,58,0.6509988755517231,0.0,True
adaptive,76,43,0.6499015649426967,0.0,True
adaptive,38,21,0.637498495955002,0.0,True
adaptive,67,38,0.6518576375534593,0.0,True
adaptive,75,41,0.6382949350027113,0.0,True
adaptive,87,45,0.6677686194846824,0.0,True
adaptive,15,13,0.6030019498912541,1.0,False
adaptive,113,64,0.649839979366025,0.0,True
adaptive,86,47,0.6406934608073521,0.0,True
adaptive,66,38,0.6445819404463966,0.0,True
adaptive,19,15,0.5456792452078136,1.0,False
adaptive,63,37,0.6246777353876538,0.0,True
adaptive,99,59,0.633655352367093,0.0,True
adaptive,53,28,0.6636791000242488,0.0,True
adaptive,55,32,0.6444016988735283,0.0,True
adaptive,64,35,0.6322391616102185,0.0,True
adaptive,118,63,0.649274605661381,0.0,True
adaptive,18,14,0.5692845189191895,1.0,False
adaptive,71,38,0.6484274651220943,0.0,True
adaptive,81,45,0.6715441301994732,0.0,True
adaptive,19,15,0.5605021584411297,1.0,False
adaptive,59,32,0.6539687100541602,0.0,True
adaptive,89,45,0.673771109587737,0.0,True
adaptive,22,16,0.5968058002507405,1.0,False
adaptive,20,15,0.6377834792621558,1.0,False
adaptive,37,22,0.6255704892277765,0.2799999999999999,True
adaptive,62,33,0.6554673371539989,0.0,True
adaptive,91,51,0.6383457980645072,0.0,True
adaptive,91,47,0.6721852859831308,0.0,True
adaptive,109,62,0.658325302628817,0.0,True
adaptive,41,21,0.639559264194384,0.0,True
adaptive,79,42,0.6458357466416818,0.0,True
adaptive,67,42,0.6218594627347066,0.0,True
adaptive,17,14,0.5302754993924009,1.0,False
adaptive,100,60,0.6314553531927991,0.0,True
adaptive,65,38,0.6454359712196118,0.0,True
adaptive,66,34,0.670377420045532,0.0,True
adaptive,92,52,0.6411183354182861,0.0,True
adaptive,89,50,0.6699914683174159,0.0,True
adaptive,71,39,0.6676953794586397,0.0,True
adaptive,50,28,0.665565245233141,0.0,True
adaptive,65,37,0.6678423432712609,0.0,True
adaptive,14,12,0.5499703064642811,1.0,False
adaptive,97,57,0.6409529793077857,0.0,True
adaptive,21,16,0.5982600012520463,1.0,False
adaptive,76,43,0.6565088435585181,0.0,True
adaptive,84,49,0.6445647155368704,0.0,True
adaptive,94,51,0.6598341243792237,0.0,True
adaptive,59,31,0.6719810583661594,0.0,True
adaptive,74,39,0.6303571318572033,0.0,True
adaptive,26,18,0.595680878992215,1.0,False
adaptive,37,27,0.5517620630082462,1.0,False
adaptive,66,42,0.6016867273614562,0.0,True
adaptive,30,20,0.6149209327682127,1.0,False
adaptive,15,13,0.53389815827817,1.0,False
adaptive,98,51,0.6557050332196378,0.0,True
adaptive,14,12,0.58115652649274,1.0,False
adaptive,89,50,0.6603800123635688,0.0,True
adaptive,83,43,0.6851605459671555,0.0,True
adaptive,43,30,0.6183758356018447,0.08999999999999991,True
adaptive,26,18,0.5887624941647931,1.0,False
adaptive,107,59,0.6569065781747695,0.0,True
adaptive,94,56,0.6406086546317625,0.0,True
adaptive,89,53,0.6420231412057499,0.0,True
adaptive,60,39,0.5967624274054836,0.0,True
adaptive,23,18,0.592803053975562,1.0,False
adaptive,112,64,0.6352933148280654,0.0,True
adaptive,23,18,0.6086668332254281,1.0,False
adaptive,86,43,0.6632777205789266,0.0,True
adaptive,68,35,0.6503196857525907,0.0,True
adaptive,88,48,0.667927686631201,0.0,True
adaptive,125,73,0.6464233654239416,0.0,True
adaptive,32,22,0.6057280810779446,1.0,False
adaptive,45,29,0.6083047459815455,0.0,True
adaptive,26,18,0.578833904715458,1.0,False
adaptive,71,39,0.6492144883705223,0.0,True
adaptive,18,15,0.5194585097889867,1.0,False
adaptive,73,37,0.6620828793757698,0.0,True
adaptive,78,46,0.6258505397628292,0.0,True
adaptive,72,40,0.6399637715672465,0.0,True
adaptive,79,44,0.6559753448692021,0.0,True
adaptive,87,46,0.6614439438190985,0.0,True
adaptive,18,14,0.561834988943216,1.0,False
adaptive,42,21,0.681626351422854,0.0,True
adaptive,49,31,0.6174852203494741,1.0,False
adaptive,77,43,0.642468532311487,0.0,True
adaptive,64,34,0.6832021614899133,0.0,True
adaptive,85,46,0.6376090375114624,0.0,True
adaptive,119,68,0.6372445540802698,0.0,True
adaptive,60,32,0.6782631751396162,0.0,True
adaptive,79,41,0.6683800817332717,0.0,True
adaptive,92,54,0.6394301577504347,0.0,True
adaptive,88,45,0.6590315111701727,0.0,True
adaptive,114,65,0.6390807778057644,0.0,True
adaptive,69,38,0.6459314502022097,0.0,True
adaptive,72,41,0.6498640230723358,0.0,True
adaptive,6,1,0.7469846891863817,0.0,True
adaptive,22,16,0.5659451517098596,1.0,False
adaptive,95,51,0.662721708731787,0.0,True
adaptive,59,35,0.6542229149874774,0.0,True
adaptive,82,48,0.6527928532352055,0.0,True
adaptive,79,41,0.6827569226075092,0.0,True
adaptive,96,50,0.656496503581464,0.0,True
adaptive,18,14,0.5579093556463924,1.0,False
adaptive,30,21,0.6271002491811363,1.0,False
adaptive,80,42,0.6855529474338116,0.0,True
adaptive,69,41,0.6544446692695989,0.0,True
adaptive,71,38,0.6731949061643322,0.0,True
adaptive,68,38,0.6331329046721591,0.0,True
adaptive,86,51,0.6456321094445628,0.0,True
adaptive,64,38,0.6608984555571592,0.0,True
adaptive,20,15,0.580878933273709,1.0,False
adaptive,88,45,0.6694160128811247,0.0,True
adaptive,70,39,0.6444267308102105,0.0,True
adaptive,58,32,0.6624602460562252,0.0,True
adaptive,58,34,0.6481333634289694,0.0,True
adaptive,16,14,0.5518007913888154,1.0,False
adaptive,72,38,0.6567215207284753,0.0,True
adaptive,16,13,0.4971557635090072,1.0,False
adaptive,82,43,0.6546311285236729,0.0,True
adaptive,50,32,0.6337613997551031,0.2799999999999999,True
adaptive,68,38,0.6483866310649796,0.0,True
adaptive,50,28,0.6416928326779154,0.0,True
adaptive,70,40,0.6102427918956822,0.0,True
adaptive,76,39,0.6530435965654185,0.0,True
adaptive,99,56,0.6636627190325504,0.0,True
adaptive,100,57,0.6641757248429753,0.0,True
adaptive,85,50,0.6350363689142693,0.0,True
adaptive,68,39,0.6468378109950756,0.0,True
adaptive,96,62,0.6305977449270935,1.0,False
adaptive,14,12,0.49095838065146763,1.0,False
adaptive,41,25,0.6415494638057684,0.0,True
adaptive,24,17,0.6081037086585855,1.0,False
adaptive,15,13,0.5844535000436129,1.0,False
adaptive,80,42,0.6548423148409235,0.0,True
adaptive,22,17,0.5795871237529749,1.0,False
adaptive,103,59,0.6638897872389403,0.0,True
adaptive,81,43,0.6718564042017121,0.0,True
